GeneID GeneName log2FC P.Value adj.P.Value
ENSG00000002745 WNT16 -0.9961430817878614 NA NA
ENSG00000002746 HECW1 -0.4622730047777973 0.4466716517362877 0.8190665326541977
ENSG00000002822 MAD1L1 2.3502796308299603 2.1812539979087836e-36 1.116067308740528e-34
ENSG00000002834 LASP1 -0.6469664730691603 0.28977158767207467 0.6076778434195361
ENSG00000002919 SNX11 0.3825944402498788 0.9343169667634719 1
ENSG00000002933 TMEM176A 0.7863112789937154 0.23593428744621708 0.5220454226231664
ENSG00000003056 M6PR 1.1699631636061791 2.498769853598355e-5 1.634726851193928e-4
ENSG00000003096 KLHL13 -0.9063337606728235 0.14481256913546664 0.36027481628297486
ENSG00000003137 CYP26B1 -4.286030007504927 1.9642105887430593e-7 1.7037178497077555e-6
ENSG00000003147 ICA1 -0.2211084636728092 0.9069819648857673 1
ENSG00000003249 DBNDD1 1.2402292436167757 0.00725023007692103 0.02946156023900497
ENSG00000003393 ALS2 -0.019152768036532302 0.99999118227516 1
ENSG00000003400 CASP10 -0.17674637508540422 0.7772395101198635 1
ENSG00000003402 CFLAR -0.8570933920185451 0.04329620222868042 0.1363575092608331
ENSG00000003436 TFPI -0.4677600420294979 0.5092424045285803 0.8873406509652003
ENSG00000003509 NDUFAF7 -0.656595655870374 0.3085649228297745 0.6358624626466711
ENSG00000003756 RBM5 -0.04867935140852547 0.9999844762358281 1
ENSG00000003987 MTMR7 -0.5485238533025295 0.473593691265112 0.848648608162448
ENSG00000003989 SLC7A2 3.6837108995025574 3.8121210981210534e-27 1.2921867666490108e-25
ENSG00000004059 ARF5 0.22558431969977913 0.9739963958368492 1
ENSG00000004139 SARM1 -0.283158542511189 0.962453847522591 1
ENSG00000004142 POLDIP2 0.6662618181245553 0.14598875887777174 0.3626335502109656
ENSG00000004399 PLXND1 -1.9367154006420233 1.5684900686023186e-7 1.3747054679881266e-6
ENSG00000004455 AK2 1.4929898022747734 2.9155979875453045e-18 6.040979837110067e-17
ENSG00000004468 CD38 8.639313965162469 1.061609039525237e-8 1.0565661792228238e-7
ENSG00000004478 FKBP4 1.1436328590351261 2.314545667493618e-4 0.0013003402196663173
ENSG00000004487 KDM1A -0.13160273107003798 0.999999199474335 1
ENSG00000004534 RBM6 -0.43514630201484455 0.8048815275577106 1
ENSG00000004660 CAMKK1 -0.29770368022639737 0.8723419611564734 1
ENSG00000004700 RECQL -0.35515396113721703 0.8879777548708327 1
ENSG00000004766 VPS50 0.25326819279331314 0.9997732637767375 1
ENSG00000004776 HSPB6 1.6639366017233945 0.003925918521990072 0.017078132049122376
ENSG00000004777 ARHGAP33 -0.4680457077058374 0.6094042186978237 0.9837466681755598
ENSG00000004779 NDUFAB1 0.8825055468798608 0.003474625404546084 0.015326187991304542
ENSG00000004799 PDK4 7.303023685879737 1.102127469433411e-34 5.2832556246764534e-33
ENSG00000004809 SLC22A16 0.630140776602131 0.2773250535609411 0.5889643570207194
ENSG00000004838 ZMYND10 -0.43827838574167494 0.6026272159174001 0.9771987589878868
ENSG00000004846 ABCB5 10.957007011436735 1.9514558701471562e-225 2.6348990815586935e-222
ENSG00000004848 ARX 0.3282414532388015 0.567296212441328 0.944887085830579
ENSG00000004864 SLC25A13 0.013108911004063186 0.9999990067353985 1
ENSG00000004866 ST7 4.722921058454773 8.092250088545287e-119 2.694165015780885e-116
ENSG00000004897 CDC27 -0.07512020383562319 0.9990122404060697 1
ENSG00000004939 SLC4A1 0.28764439294646443 0.4163309076453712 NA
ENSG00000004948 CALCR 0.27300023607709994 0.5607056664738064 NA
ENSG00000004961 HCCS 0.199273600949641 0.9853987231559089 1
ENSG00000004975 DVL2 0.8276575097204996 0.033259741490874135 0.10933920697879142
ENSG00000005001 PRSS22 NA NA NA
ENSG00000005007 UPF1 0.05265171177586895 0.9997430635012615 1
ENSG00000005020 SKAP2 0.6338107450517502 0.3767550543498607 0.7309908391558823
ENSG00000005022 SLC25A5 0.785126919530584 0.10876613322363092 0.2876444071672607
ENSG00000005059 MCUB -2.795544248109123 1.649974518424322e-5 1.1080679938044962e-4
ENSG00000005073 HOXA11 -0.07856951226661031 0.8973709785616589 1
ENSG00000005075 POLR2J -0.07073007796818771 0.9991194203219927 1
ENSG00000005100 DHX33 0.4868803194722652 0.7163796957748104 1
ENSG00000005102 MEOX1 -7.58807165226823 5.379201880028036e-6 3.862219275988224e-5
ENSG00000005108 THSD7A -5.87259869456226 1.2754882752678128e-51 1.0726459184120735e-49
ENSG00000005156 LIG3 -0.0872017272416339 0.9999996918004719 1
ENSG00000005175 RPAP3 -0.1145103856864959 0.999223874254909 1
ENSG00000005187 ACSM3 0.93687442426186 0.17270726910994078 0.413300262745963
ENSG00000005189 REXO5 0.770116072476978 0.19435552656719077 0.4511245649296193
ENSG00000005194 CIAPIN1 0.22768225530818972 0.9998277175966799 1
ENSG00000005206 SPPL2B -0.8029195132180783 0.07210944357743747 0.20694012523381958
ENSG00000005238 ATOSB -0.32281835712912454 0.9764295503264881 1
ENSG00000005243 COPZ2 -0.12454635395742217 0.9922029779605299 1
ENSG00000005249 PRKAR2B -0.44498045928940355 0.6879005949437439 1
ENSG00000005302 MSL3 -0.02708153514178088 0.9999999999988229 1
ENSG00000005339 CREBBP -0.49819521336279954 0.716270560337893 1
ENSG00000005379 TSPOAP1 0.7971279820798453 0.18852673906454762 0.4415915445474909
ENSG00000005381 MPO 8.716643253238624 9.443184796642968e-9 9.44473923035435e-8
ENSG00000005421 PON1 0.018229034490908378 0.9630019439886601 NA
ENSG00000005436 GCFC2 -0.8900843443202479 0.012972344152587984 0.048979315253145625
ENSG00000005448 WDR54 -0.31822912935953446 0.930355294983597 1
ENSG00000005469 CROT 0.5186946383342973 0.6474180657444922 1
ENSG00000005471 ABCB4 3.0955041760604094 1.1999908462114182e-8 1.1865165795900044e-7
ENSG00000005483 KMT2E -1.0847272477003602 2.4638988122053023e-6 1.8522300257295908e-5
ENSG00000005486 RHBDD2 1.0111414116252206 0.017834787618618772 0.06463714260109016
ENSG00000005513 SOX8 -4.077459917765994 2.1868217076131935e-17 4.3528677134996767e-16
ENSG00000005700 IBTK -0.26306338064195633 0.9748602839915301 1
ENSG00000005801 ZNF195 -0.4298666696154943 0.8320597021020093 1
ENSG00000005810 MYCBP2 0.3042223854786334 0.9274560491758885 1
ENSG00000005812 FBXL3 -1.5784890965436293 1.2800590831033078e-23 3.5924429510095605e-22
ENSG00000005844 ITGAL 0.5319057607953493 0.4079097012521303 0.7711447868101878
ENSG00000005882 PDK2 0.3316256757704752 0.836462220824641 1
ENSG00000005884 ITGA3 -3.509329864490533 6.65491788237434e-24 1.8961444808115588e-22
ENSG00000005889 ZFX -0.5372306669509855 0.6506015689526767 1
ENSG00000005893 LAMP2 -0.40619125818284957 0.941064846816704 1
ENSG00000005961 ITGA2B -1.2215014450255084 0.09243912986479066 0.2527439095774409
ENSG00000005981 ASB4 1.757189806827312 0.011590566905140692 0.044424718193114554
ENSG00000006007 GDE1 0.19652151686852887 0.9998469922910863 1
ENSG00000006015 REX1BD 0.2425783115290806 0.9951910924567573 1
ENSG00000006016 CRLF1 -4.958778718444698 2.35809029594511e-11 2.984949299617185e-10
ENSG00000006025 OSBPL7 0.3818319733230632 0.7836719399854584 1
ENSG00000006042 TMEM98 1.283583687163085 7.53866114075133e-4 0.0038491516883365612
ENSG00000006047 YBX2 3.843323389178185 1.4000665088698038e-5 9.534103791418243e-5
ENSG00000006059 KRT33A -0.015767427005758332 0.938275243777505 NA
ENSG00000006062 MAP3K14 -0.5052124795760645 0.6855194537098179 1
ENSG00000006071 ABCC8 -0.6144880502296453 0.01207063803302299 0.04601690210392444
ENSG00000006116 CACNG3 -0.25102761673548496 0.6625512419057702 NA
ENSG00000006118 TMEM132A 0.43482658354924847 0.6612866229150708 1
ENSG00000006125 AP2B1 0.14710198692442536 0.9999994665550527 1
ENSG00000006128 TAC1 -8.740126279750472 6.653682127591094e-68 8.647651894597537e-66
ENSG00000006194 ZNF263 0.15850266779679759 0.9997454223670316 1
ENSG00000006210 CX3CL1 1.4370542427576383 0.002132667935061926 0.00989733845593757
ENSG00000006282 SPATA20 1.386804225714877 4.7707831861181646e-5 3.004641475911269e-4
ENSG00000006283 CACNA1G -4.87225531997312 1.7643956916055425e-6 1.3544495542887272e-5
ENSG00000006327 TNFRSF12A -5.778512293885108 2.0122381536018073e-29 7.79991006142557e-28
ENSG00000006377 DLX6 -11.703768389950302 3.7836957025983855e-21 9.18670732826685e-20
ENSG00000006432 MAP3K9 4.427326718649021 1.0807771022258525e-14 1.7772129020634047e-13
ENSG00000006451 RALA -0.14999628915637409 0.9994679126578752 1
ENSG00000006453 BAIAP2L1 5.955278171645584 2.8926125630181965e-42 1.845198313165203e-40
ENSG00000006459 KDM7A -0.31494499378301277 0.9323829643846416 1
ENSG00000006468 ETV1 -2.997515171651549 1.9636729658670246e-8 1.894605310140221e-7
ENSG00000006530 AGK 0.3453129812166511 0.999038136598632 1
ENSG00000006534 ALDH3B1 0.2854955242424551 0.9407990211987219 1
ENSG00000006555 TTC22 1.0655131983304509 0.03809971159413568 0.12251592889439977
ENSG00000006576 PHTF2 0.007016122579499231 0.9998054641393493 1
ENSG00000006606 CCL26 -0.030869533756472792 0.9382759569569142 NA
ENSG00000006607 FARP2 0.5939908779167836 0.4427114137993973 0.8138924509062445
ENSG00000006611 USH1C NA NA NA
ENSG00000006625 GGCT 0.8593353186679092 0.0060098235175211805 0.02490838178203185
ENSG00000006634 DBF4 -0.19585864810956485 0.9274144972861602 1
ENSG00000006638 TBXA2R -3.5761401728144384 1.4262046237245682e-24 4.2374666473107466e-23
ENSG00000006652 IFRD1 -1.342385037356607 5.513356113031685e-4 0.0028997318106713283
ENSG00000006659 LGALS14 NA NA NA
ENSG00000006695 COX10 0.10341826453283486 0.9999483946842638 1
ENSG00000006704 GTF2IRD1 -0.02769109892862691 0.9999863959142437 1
ENSG00000006712 PAF1 -0.1340820299230263 0.9997638614631117 1
ENSG00000006715 VPS41 0.5560564672432154 0.6370341658142274 1
ENSG00000006740 ARHGAP44 -0.1267419045704704 0.8790581106758836 1
ENSG00000006744 ELAC2 0.6168942688375265 0.3329228946359142 0.6692050311166371
ENSG00000006747 SCIN 2.993384296197656 5.786370491797074e-5 3.587549704914186e-4
ENSG00000006756 ARSD 0.3596874738712849 0.8561788027412498 1
ENSG00000006757 PNPLA4 2.892725066463492 1.0675685051880523e-16 2.0286305668561707e-15
ENSG00000006788 MYH13 -0.24844358457999738 0.6625512419057702 NA
ENSG00000006831 ADIPOR2 1.7609638123122422 2.7340102014909294e-11 3.4446544290842685e-10
ENSG00000006837 CDKL3 0.3135426830949926 0.7987129866265928 1
ENSG00000007001 UPP2 3.8514879247820137 7.375748775685407e-4 0.0037746935827386425
ENSG00000007038 PRSS21 0.4769345969727616 0.2850151001637006 0.6004166589562779
ENSG00000007047 MARK4 0.6587787116558367 0.29660845624637344 0.6187255961386886
ENSG00000007062 PROM1 10.251454189632385 7.012163918662107e-17 1.3482882268921192e-15
ENSG00000007080 CCDC124 -0.08575175148585827 0.9999958317521788 1
ENSG00000007129 CEACAM21 -0.25102761673548496 0.6625512419057702 NA
ENSG00000007168 PAFAH1B1 -0.5005514891885 0.8402216391204259 1
ENSG00000007171 NOS2 3.1632984223425122 7.20835464628546e-4 0.0036999335020764905
ENSG00000007174 DNAH9 -5.754171493878278 1.0274291497812762e-44 6.9945764863541e-43
ENSG00000007202 BLTP2 0.16638259669840935 0.9997292604681485 1
ENSG00000007216 SLC13A2 -0.017294063303637884 0.9382759569569142 NA
ENSG00000007237 GAS7 -2.8546317999948503 3.013477401405425e-26 9.752270940580219e-25
ENSG00000007255 TRAPPC6A 1.384424726860171 4.4915002232609285e-4 0.002398624948937236
ENSG00000007264 MATK 7.236471520738289 3.88629587650462e-5 2.481022720844977e-4
ENSG00000007306 CEACAM7 NA NA NA
ENSG00000007312 CD79B 1.744904498232208 0.0017524670541543973 0.008271889548294517
ENSG00000007314 SCN4A -0.41607265634967744 0.337093588141113 NA
ENSG00000007341 ST7L 0.013590841755522982 0.9989245593960857 1
ENSG00000007350 TKTL1 0.4393543990624716 0.49605292415000685 0.8732486070217128
ENSG00000007372 PAX6 NA NA NA
ENSG00000007376 RPUSD1 0.5277015240124243 0.6166338331787492 0.9898070590830408
ENSG00000007384 RHBDF1 -2.1981671125003563 2.997080398731804e-13 4.3906595545978155e-12
ENSG00000007392 LUC7L -0.7228196910185738 0.1956919558013123 0.4535231518828163
ENSG00000007402 CACNA2D2 1.1980101462444714 0.036798619406741936 0.11907251312228145
ENSG00000007516 BAIAP3 -2.265841834215863 1.1905620621917933e-7 1.0568086325606043e-6
ENSG00000007520 TSR3 0.15694218248223327 0.9992714373803396 1
ENSG00000007541 PIGQ 0.5607004378494798 0.5253921250917997 0.9049061163794981
ENSG00000007545 CRAMP1 -0.6841311118610156 0.14989532012673615 0.3698533868385985
ENSG00000007866 TEAD3 -0.6888815878937471 0.25336395553613206 0.5510790742214206
ENSG00000007908 SELE -0.3045715579303141 0.42756735730036804 NA
ENSG00000007923 DNAJC11 0.5144682085683001 0.7666967058535236 1
ENSG00000007933 FMO3 0.31216443791380116 0.38765493712903365 NA
ENSG00000007944 MYLIP 1.1215276477927392 0.0017382406912097455 0.008212703725507836
ENSG00000007952 NOX1 0.03520141754019619 0.9642371447147127 1
ENSG00000007968 E2F2 -0.2960407959207216 0.5967264365450934 0.9713891034020059
ENSG00000008018 PSMB1 0.08776876631407371 0.9999892838859087 1
ENSG00000008056 SYN1 -0.9948394183983877 0.12144737882756568 0.3135391008099805
ENSG00000008083 JARID2 0.6442793414321338 0.251414093847136 0.5476221667736865
ENSG00000008086 CDKL5 -1.6932463162636398 3.7323119962850105e-12 5.0422518486776486e-11
ENSG00000008118 CAMK1G 5.681821124036432 6.755283412923974e-11 8.241988356812464e-10
ENSG00000008128 CDK11A 0.09471841999202299 0.9950317524043931 1
ENSG00000008130 NADK 1.101006490893183 1.0355880718353742e-10 1.2459867573211355e-9
ENSG00000008196 TFAP2B -14.036642502967888 1.1114934765924761e-33 5.116238154375671e-32
ENSG00000008197 TFAP2D NA NA NA
ENSG00000008226 DLEC1 0.5358321483626287 0.43944380484331436 0.8102140974747316
ENSG00000008256 CYTH3 0.30441165318134505 0.9274895207134389 1
ENSG00000008277 ADAM22 -2.0610203207413873 2.693318775302697e-4 0.0014890450299125738
ENSG00000008282 SYPL1 -0.14392693341766397 0.9979729637372998 1
ENSG00000008283 CYB561 -0.30028974589909796 0.9973817748033922 1
ENSG00000008294 SPAG9 -0.46661461711963015 0.8505515344618723 1
ENSG00000008300 CELSR3 -0.330823376820898 0.7817364771088205 1
ENSG00000008311 AASS -0.8329716233221685 0.051725452868215956 0.15803697794705382
ENSG00000008323 PLEKHG6 -0.8251361573684907 0.19655728457239524 0.4549212688551085
ENSG00000008324 SS18L2 0.9381815816818126 0.002349833111958109 0.010783675217717122
ENSG00000008382 MPND 0.29692913887307276 0.828626184109166 1
ENSG00000008394 MGST1 4.635510409499905 6.941502445897465e-13 9.842839874276078e-12
ENSG00000008405 CRY1 -0.4870063304868816 0.6841021103390501 1
ENSG00000008438 PGLYRP1 0.30161204315665896 0.5016543302930224 NA
ENSG00000008441 NFIX -1.323553702334085 9.216767754274535e-12 1.2036771816221832e-10
ENSG00000008513 ST3GAL1 0.06377841307307089 0.999874337232961 1
ENSG00000008516 MMP25 1.0336588127878827 0.10256995447531812 0.2745743114404815
ENSG00000008517 IL32 -7.181319864167037 3.876358024492716e-21 9.402295950825446e-20
ENSG00000008710 PKD1 -1.2636085615471613 4.8302616683985045e-5 3.038164585630364e-4
ENSG00000008735 MAPK8IP2 4.042621002300963 1.1457277451294965e-33 5.25391832408062e-32
ENSG00000008838 MED24 0.08153993973348149 0.9999999875264917 1
ENSG00000008853 RHOBTB2 0.432363227363594 0.9019765286358734 1
ENSG00000008869 HEATR5B 0.08667605547094398 0.9999920654425373 1
ENSG00000008952 SEC62 -0.08368698164500454 0.9999593715342766 1
ENSG00000008988 RPS20 0.6284399705041441 0.3655596410542327 0.7163813510870886
ENSG00000009307 CSDE1 -0.3349917361818477 0.999994785759804 1
ENSG00000009335 UBE3C -0.14854308982783004 0.9988243104213825 1
ENSG00000009413 REV3L 1.0674231590532717 0.0019145770519877305 0.0089760572283005
ENSG00000009694 TENM1 -0.3253042293879271 0.3315021658353009 NA
ENSG00000009709 PAX7 0.19115212311348348 0.6011446274886296 NA
ENSG00000009724 MASP2 -0.20850995318686225 0.7831037964175454 1
ENSG00000009765 IYD NA NA NA
ENSG00000009780 FAM76A 0.0060662372200241425 0.9999702699507734 1
ENSG00000009790 TRAF3IP3 0.12672123062469337 0.774635642691721 NA
ENSG00000009830 POMT2 -0.5035183687383648 0.7060022457493076 1
ENSG00000009844 VTA1 0.06199103286512718 0.9999671244926369 1
ENSG00000009950 MLXIPL -4.33919292694553 8.827412512948138e-5 5.310431527591375e-4
ENSG00000009954 BAZ1B -0.1375235011780415 0.9996366166692542 1
ENSG00000010017 RANBP9 -0.6429147511926768 0.24190563374436813 0.5322055329522154
ENSG00000010030 ETV7 0.9473536534047324 0.06592181447219546 0.19263722242782716
ENSG00000010072 SPRTN -0.014856870901539183 0.9999988869030935 1
ENSG00000010165 METTL13 0.5093329795355873 0.7586419513357883 1
ENSG00000010219 DYRK4 0.4251086429999812 0.8638640902465371 1
ENSG00000010244 ZNF207 -0.34418920892442467 0.9916823840690457 1
ENSG00000010256 UQCRC1 -0.03259799729967018 0.9999814765832391 1
ENSG00000010270 STARD3NL 0.2735900015298219 0.98944267120275875 1
ENSG00000010278 CD9 -1.4570232962713914 1.3255052803557183e-4 7.744009695616677e-4
ENSG00000010282 HHATL 1.6731294087322859 0.05022619487973564 NA
ENSG00000010292 NCAPD2 -0.5384721258312741 0.5313947165373203 0.9106626139277275
ENSG00000010295 IFFO1 0.3727620594111969 0.8728552240055978 1
ENSG00000010310 GIPR -1.0476775233663438 0.08500686189846943 0.23657469043632212
ENSG00000010318 PHF7 0.46262020467779785 0.6959243277739342 1
ENSG00000010319 SEMA3G -9.800698831961533 6.397040370718905e-56 6.194170086452281e-54
ENSG00000010322 NISCH -0.06608875677702608 0.9998323514390877 1
ENSG00000010327 STAB1 0.23300912516857553 0.6921333694725949 1
ENSG00000010361 FUZ 0.4036338887042516 0.9380723373627456 1
ENSG00000010379 SLC6A13 3.4214114237239714 5.863093345598388e-5 3.632338023742626e-4
ENSG00000010404 IDS -1.069472441512449 4.505214189906675e-6 3.271428911607166e-5
ENSG00000010438 PRSS3 -1.8359944662463659 0.022035064893118544 0.07758079344666856
ENSG00000010539 ZNF200 0.02507373446193732 0.9987116677212177 1
ENSG00000010610 CD4 -5.748479644943216 1.4008349120789609e-43 9.327641562511524e-42
ENSG00000010626 LRRC23 -0.24012017105182662 0.9323949762881446 1
ENSG00000010671 BTK 4.571325757179272 3.4383238770552963e-9 3.584943093434231e-8
ENSG00000010704 HFE -0.1533414464984778 0.99934707682082 1
ENSG00000010803 SCMH1 0.2529658346065511 0.9488768738222109 1
ENSG00000010810 FYN -1.3030081423553885 1.6793205335608213e-14 2.7318745815034943e-13
ENSG00000010818 HIVEP2 -0.6719741379617301 0.20951319411314953 0.47721227430157104
ENSG00000010932 FMO1 -0.28961771386326995 0.5338259912655429 NA
ENSG00000011007 ELOA 0.7056758168525558 0.1549569808024743 0.3797211596514757
ENSG00000011009 LYPLA2 0.9456744576788485 0.023155348215922193 0.08092717616332656
ENSG00000011021 CLCN6 -0.38913307631384886 0.7404050151317684 1
ENSG00000011028 MRC2 -7.608925217022146 1.0809214022957095e-49 8.529452519933417e-48
ENSG00000011052 NME1-NME2 0.12943470329682308 0.9145228060523295 1
ENSG00000011083 SLC6A7 -0.3228636214340171 0.34413700165046124 NA
ENSG00000011105 TSPAN9 0.010546781212780855 0.996717382610427 1
ENSG00000011114 BTBD7 -0.5952699407241334 0.445596778825737 0.8177124820734455
ENSG00000011132 APBA3 0.0025290272219679524 0.9999987216590205 1
ENSG00000011143 MKS1 0.380321526971932 0.9518430312387586 1
ENSG00000011198 ABHD5 0.2062810186567822 0.9956733558943238 1
ENSG00000011201 ANOS1 2.1087426034486794 0.012494959397408726 0.04741256724350065
ENSG00000011243 AKAP8L 0.15213781107760688 0.9997350833137336 1
ENSG00000011258 MBTD1 -0.5985901985604514 0.43194018944435175 0.8006310527955708
ENSG00000011260 UTP18 0.6023437706367405 0.4249047864186816 0.7914535506682738
ENSG00000011275 RNF216 -0.4547687589931073 0.9601600677574598 1
ENSG00000011295 TTC19 -0.10961685542833313 0.9999977073561792 1
ENSG00000011304 PTBP1 -0.10663401333832313 0.998956099208063 1
ENSG00000011332 DPF1 -1.060339727193599 0.015399645256259715 0.05687174871723691
ENSG00000011347 SYT7 -5.7539846620859985 5.159910646472256e-18 1.059176252971805e-16
ENSG00000011376 LARS2 0.7902831737502322 0.06351662788484667 0.1868107411454003
ENSG00000011405 PIK3C2A -0.6584873545351368 0.24378920220822942 0.5354285894152184
ENSG00000011422 PLAUR -4.858082526513327 6.3715446105933895e-28 2.2672623750492204e-26
ENSG00000011426 ANLN -0.6634593310149194 0.3153546731938083 0.6452041398520344
ENSG00000011451 WIZ -0.0016887692858222902 0.9999923578401831 1
ENSG00000011454 RABGAP1 0.03820263948953224 0.999999999726102 1
ENSG00000011465 DCN -4.069385607870957 1.3741487237456696e-4 8.005108001417727e-4
ENSG00000011478 QPCTL 1.0804726762114003 1.0416334652291835e-4 6.200308532679421e-4
ENSG00000011485 PPP5C 0.3083454776252325 0.9894372570549574 1
ENSG00000011523 CEP68 -0.13703486433425469 0.9924026950989215 1
ENSG00000011566 MAP4K3 0.11980225409248015 0.9990752632938443 1
ENSG00000011590 ZBTB32 -0.6228947017009691 0.3266020534824926 0.6610923884266261
ENSG00000011600 TYROBP NA NA NA
ENSG00000011638 LDAF1 1.0177859441215726 0.0015902561905417987 0.0075834581893396025
ENSG00000011677 GABRA3 -0.007277830568648128 0.9382759569569142 NA
ENSG00000012048 BRCA1 1.3783352524387487 7.939207126954757e-4 0.004040085636798752
ENSG00000012061 ERCC1 -0.8015380319682435 0.023521257943412276 0.08193502265396187
ENSG00000012124 CD22 -1.8308435445211209 0.018675861310675137 0.06716456544756563
ENSG00000012171 SEMA3B -5.706130834009739 3.319224235654133e-26 1.0713203960602662e-24
ENSG00000012174 MBTPS2 -0.08482929653774714 0.9999985756108349 1
ENSG00000012211 PRICKLE3 1.0386436455604477 0.002241887798913932 0.010346912469579226
ENSG00000012223 LTF 7.680821039962306 2.9074105197324795e-8 2.7452099950108073e-7
ENSG00000012232 EXTL3 -0.3046901432654593 0.9884307473587735 1
ENSG00000012504 NR1H4 0.0653501912390673 0.9187277181397955 NA
ENSG00000012660 ELOVL5 -0.22337478938921534 0.9989536266295449 1
ENSG00000012779 ALOX5 0.020283275302910887 0.9254355306008843 NA
ENSG00000012817 KDM5D -0.37404513624970975 0.9549086067964715 1
ENSG00000012822 CALCOCO1 0.23097771755990107 0.9536187426806119 1
ENSG00000012963 UBR7 -0.4115624875970166 0.8667905068034318 1
ENSG00000012983 MAP4K5 -1.2964611085633744 1.5208648531935566e-5 1.0290395153679342e-4
ENSG00000013016 EHD3 -1.9615875526491253 9.542079981186001e-8 8.551279935941908e-7
ENSG00000013275 PSMC4 0.26100600535135066 0.9979160593047431 1
ENSG00000013288 MAN2B2 0.10018067085171795 0.9999376876452262 1
ENSG00000013293 SLC7A14 -6.83481448809915 3.654938215826652e-4 0.0019810352006568006
ENSG00000013297 CLDN11 -7.161860003452252 2.53647499450758e-14 4.063710498781294e-13
ENSG00000013306 SLC25A39 0.42168448161817035 0.9157461784761205 1
ENSG00000013364 MVP -0.027879739019818637 0.9999997812752037 1
ENSG00000013374 NUB1 0.2168368878783812 0.9997952089884867 1
ENSG00000013375 PGM3 -1.8128345825308312 3.1255655144574368e-28 1.138886720590308e-26
ENSG00000013392 RWDD2A -0.27912346538592564 0.9850398968834276 1
ENSG00000013441 CLK1 -0.5836082785977976 0.45366495138020496 0.8264431880690378
ENSG00000013503 POLR3B 0.3581314002972665 0.9154314612500095 1
ENSG00000013523 ANGEL1 0.1950992006523285 0.996843817659159 1
ENSG00000013561 RNF14 0.6072591796782597 0.4049640918383512 0.767418631224602
ENSG00000013563 DNASE1L1 0.04112027119705673 0.9919208514013053 1
ENSG00000013573 DDX11 0.06854224144276605 0.9507141658342492 1
ENSG00000013583 HEBP1 4.390987260091943 3.1999979442399086e-50 2.55831414594759e-48
ENSG00000013588 GPRC5A 6.7883021254713585 1.7463184282481827e-71 2.511391898233363e-69
ENSG00000013619 MAMLD1 -2.706951566421433 1.2902895512745306e-28 4.8096928303951215e-27
ENSG00000013725 CD6 0.6465702582483079 0.36129623899103513 0.7104323456665144
ENSG00000013810 TACC3 -0.03955448828319091 0.9566030895531606 1
ENSG00000014123 UFL1 0.2774832732779959 0.994725657516009 1
ENSG00000014138 POLA2 0.12916696330534472 0.8792369771976097 1
ENSG00000014164 ZC3H3 0.2524714455853549 0.9986460329720398 1
ENSG00000014216 CAPN1 0.6623332146696519 0.28639019695540385 0.6024257700193989
ENSG00000014257 ACP3 -3.1300594261128967 NA NA
ENSG00000014641 MDH1 1.1326475364142916 6.729229160143007e-11 8.214323732200685e-10
ENSG00000014824 SLC30A9 0.1889182102910125 0.9997585503492319 1
ENSG00000014914 MTMR11 -2.413295828203418 8.099586240645525e-29 3.05671341603492e-27
ENSG00000014919 COX15 0.4732172189770266 0.8500218045084189 1
ENSG00000015133 CCDC88C -0.3298297276825242 0.6355890823325625 1
